dist,time
0.7000,1037.4126
0.7000,1029.1400
0.7000,1030.3289
0.7000,1044.9968
0.7000,1043.1934
0.7000,1061.6159
0.7000,1032.6971
0.7000,1042.0438
0.7000,1047.4759
0.7000,1047.2552
0.7000,1049.7771
0.7000,1049.1498
0.7000,1049.4077
0.7500,1082.4897
0.7500,1059.5242
0.7500,1076.6890
0.7500,1085.7700
0.7500,1067.5391
0.7500,1078.8774
0.7500,1073.3377
0.7500,1083.8245
0.7500,1057.0551
0.7500,1077.5801
0.7500,1067.6674
0.7500,1087.5594
0.7500,1071.6060
0.7500,1075.5054
0.7500,1078.2298
0.8000,1097.0053
0.8000,1092.2807
0.8000,1095.6889
0.8000,1082.3393
0.8000,1091.0355
0.8000,1086.8036
0.8000,1096.3539
0.8000,1117.7296
0.8000,1085.8052
0.8000,1082.9681
0.8000,1095.8703
0.8000,1085.4988
0.8000,1092.4389
0.8000,1080.2646
0.8000,1107.5218
0.8500,1109.9694
0.8500,1099.2116
0.8500,1100.6633
0.8500,1097.1931
0.8500,1098.1687
0.8500,1108.1711
0.8500,1102.1920
0.8500,1102.7673
0.8500,1104.3553
0.8500,1104.9306
0.8500,1101.4403
0.8500,1110.5179
0.8500,1112.8762
0.8500,1133.2303
0.8500,1105.8135
0.9000,1110.0222
0.9000,1112.7228
0.9000,1127.5655
0.9000,1131.9114
0.9000,1117.7282
0.9000,1133.6889
0.9000,1124.8131
0.9000,1114.4389
0.9000,1114.3994
0.9000,1110.4784
0.9000,1114.9181
0.9000,1114.1752
0.9000,1115.4864
0.9000,1126.1337
0.9000,1112.3425
0.9500,1113.2963
0.9500,1145.6760
0.9500,1141.4195
0.9500,1165.6147
0.9500,1140.8691
0.9500,1116.4279
0.9500,1127.4861
0.9500,1137.7792
0.9500,1159.1725
0.9500,1132.4149
0.9500,1146.8671
0.9500,1126.5920
0.9500,1132.7236
0.9500,1122.0745
0.9500,1181.5213
1.0000,1121.5052
1.0000,1121.8425
1.0000,1137.6425
1.0000,1128.3157
1.0000,1138.1666
1.0000,1131.9526
1.0000,1124.2606
1.0000,1133.2951
1.0000,1124.0844
1.0000,1120.0666
1.0000,1119.8569
1.0000,1146.0722
1.0000,1122.3155
1.0000,1119.8508
1.0000,1136.6743
